2020-12-11 11:02:29.864 [main] INFO  org.jeecg.JeecgApplication:50 - Starting JeecgApplication on DESKTOP-PURPLPH with PID 4576 (C:\workSpace\eclipseWorkSpace\smartParking_20200715\smartParking_20200715\SmartParking\jeecg-boot\jeecg-boot-module-system\target\classes started by htphy-1 in C:\workSpace\eclipseWorkSpace\smartParking_20200715\smartParking_20200715\SmartParking\jeecg-boot)
2020-12-11 11:03:29.999 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.S.querySysCementListByUserId:143 - ==>  Preparing: SELECT COUNT(1) FROM sys_announcement WHERE send_status = '1' AND del_flag = '0' AND msg_category = ? AND id IN (SELECT annt_id FROM sys_announcement_send WHERE user_id = ? AND read_flag = '0') 
2020-12-11 11:03:30.001 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.S.querySysCementListByUserId:143 - ==> Parameters: 1(String), 1282285261187485697(String)
2020-12-11 11:03:30.008 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.S.querySysCementListByUserId:143 - ==>  Preparing: SELECT COUNT(1) FROM sys_announcement WHERE send_status = '1' AND del_flag = '0' AND msg_category = ? AND id IN (SELECT annt_id FROM sys_announcement_send WHERE user_id = ? AND read_flag = '0') 
2020-12-11 11:03:30.010 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.S.querySysCementListByUserId:143 - ==> Parameters: 2(String), 1282285261187485697(String)
2020-12-11 11:03:40.195 [http-nio-8080-exec-4] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==>  Preparing: INSERT INTO sys_log ( id, create_time, ip, log_content, log_type ) VALUES ( ?, ?, ?, ?, ? ) 
2020-12-11 11:03:40.196 [http-nio-8080-exec-4] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==> Parameters: 1337231547715768322(String), 2020-12-11 11:03:40.193(Timestamp), 127.0.0.1(String), 用户名: 高新停车管理员,退出成功！(String), 1(Integer)
2020-12-11 11:03:40.198 [http-nio-8080-exec-4] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - <==    Updates: 1
2020-12-11 11:03:40.199 [http-nio-8080-exec-4] INFO  o.jeecg.modules.system.controller.LoginController:121 -  用户名:  高新停车管理员,退出成功！ 
2020-12-11 11:03:40.237 [http-nio-8080-exec-7] INFO  org.jeecg.modules.message.websocket.WebSocket:51 - 【websocket消息】连接断开，总数为:0
2020-12-11 11:03:46.916 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - ==>  Preparing: select * from sys_user where username = ? and del_flag = 0 
2020-12-11 11:03:46.918 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - ==> Parameters: admin(String)
2020-12-11 11:03:46.921 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - <==      Total: 1
2020-12-11 11:03:46.931 [http-nio-8080-exec-5] DEBUG o.j.m.s.mapper.SysDepartMapper.queryUserDeparts:143 - ==>  Preparing: select * from sys_depart where id IN ( select dep_id from sys_user_depart where user_id = ? ) 
2020-12-11 11:03:46.933 [http-nio-8080-exec-5] DEBUG o.j.m.s.mapper.SysDepartMapper.queryUserDeparts:143 - ==> Parameters: e9ca23d68d884d4ebb19d07889727dae(String)
2020-12-11 11:03:46.936 [http-nio-8080-exec-5] DEBUG o.j.m.s.mapper.SysDepartMapper.queryUserDeparts:143 - <==      Total: 1
2020-12-11 11:03:46.938 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysUserMapper.updateUserDepart:143 - ==>  Preparing: UPDATE sys_user SET org_code = ? where username = ? 
2020-12-11 11:03:46.938 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysUserMapper.updateUserDepart:143 - ==> Parameters: A01(String), admin(String)
2020-12-11 11:03:46.987 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysUserMapper.updateUserDepart:143 - <==    Updates: 1
2020-12-11 11:03:46.991 [http-nio-8080-exec-5] DEBUG o.j.modules.system.mapper.SysDictMapper.selectList:143 - ==>  Preparing: SELECT id,type,dict_name,dict_code,description,del_flag,create_by,create_time,update_by,update_time FROM sys_dict WHERE del_flag=0 
2020-12-11 11:03:46.992 [http-nio-8080-exec-5] DEBUG o.j.modules.system.mapper.SysDictMapper.selectList:143 - ==> Parameters: 
2020-12-11 11:03:46.996 [http-nio-8080-exec-5] DEBUG o.j.modules.system.mapper.SysDictMapper.selectList:143 - <==      Total: 46
2020-12-11 11:03:47.000 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysDictItemMapper.selectList:143 - ==>  Preparing: SELECT id,dict_id,item_text,item_value,description,sort_order,status,create_by,create_time,update_by,update_time FROM sys_dict_item WHERE status = ? ORDER BY sort_order ASC 
2020-12-11 11:03:47.001 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysDictItemMapper.selectList:143 - ==> Parameters: 1(Integer)
2020-12-11 11:03:47.010 [http-nio-8080-exec-5] DEBUG o.j.m.system.mapper.SysDictItemMapper.selectList:143 - <==      Total: 137
2020-12-11 11:03:47.012 [http-nio-8080-exec-5] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==>  Preparing: INSERT INTO sys_log ( id, create_time, ip, log_content, log_type ) VALUES ( ?, ?, ?, ?, ? ) 
2020-12-11 11:03:47.014 [http-nio-8080-exec-5] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==> Parameters: 1337231576316727297(String), 2020-12-11 11:03:47.011(Timestamp), 127.0.0.1(String), 用户名: admin,登录成功！(String), 1(Integer)
2020-12-11 11:03:47.015 [http-nio-8080-exec-5] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - <==    Updates: 1
2020-12-11 11:03:47.036 [http-nio-8080-exec-8] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - ==>  Preparing: select * from sys_user where username = ? and del_flag = 0 
2020-12-11 11:03:47.037 [http-nio-8080-exec-8] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - ==> Parameters: admin(String)
2020-12-11 11:03:47.039 [http-nio-8080-exec-8] DEBUG o.j.m.system.mapper.SysUserMapper.getUserByName:143 - <==      Total: 1
2020-12-11 11:03:47.045 [http-nio-8080-exec-8] INFO  o.j.m.system.controller.SysPermissionController:206 -  ------ 通过令牌获取用户拥有的访问菜单 ---- TOKEN ------ eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJleHAiOjE2MDc2NTc2MjYsInVzZXJuYW1lIjoiYWRtaW4ifQ.zVGhJGK4SOMtSIq9sMuvidLUB17ckiijFDTiWGiYEF8
2020-12-11 11:03:47.048 [http-nio-8080-exec-8] DEBUG o.j.m.s.mapper.SysPermissionMapper.queryByUser:143 - ==>  Preparing: SELECT * FROM ( SELECT p.* FROM sys_permission p WHERE (exists( select a.id from sys_role_permission a join sys_role b on a.role_id = b.id join sys_user_role c on c.role_id = b.id join sys_user d on d.id = c.user_id where p.id = a.permission_id AND d.username = ? ) or (p.url like '%:code' and p.url like '/online%' and p.hidden = 1) or p.url = '/online') and p.del_flag = 0 UNION SELECT p.* FROM sys_permission p WHERE exists( select a.id from sys_depart_role_permission a join sys_depart_role b on a.role_id = b.id join sys_depart_role_user c on c.drole_id = b.id join sys_user d on d.id = c.user_id where p.id = a.permission_id AND d.username = ? ) and p.del_flag = 0 ) h order by h.sort_no ASC 
2020-12-11 11:03:47.050 [http-nio-8080-exec-8] DEBUG o.j.m.s.mapper.SysPermissionMapper.queryByUser:143 - ==> Parameters: admin(String), admin(String)
2020-12-11 11:03:47.111 [http-nio-8080-exec-8] DEBUG o.j.m.s.mapper.SysPermissionMapper.queryByUser:143 - <==      Total: 115
2020-12-11 11:03:47.124 [http-nio-8080-exec-8] DEBUG o.j.m.system.mapper.SysPermissionMapper.selectList:143 - ==>  Preparing: SELECT id,parent_id,name,perms,perms_type,icon,component,component_name,url,redirect,sort_no,menu_type,is_leaf AS leaf,is_route AS route,keep_alive,description,create_by,del_flag,rule_flag,hidden,create_time,update_by,update_time,status,always_show,internal_or_external FROM sys_permission WHERE del_flag = ? AND menu_type = ? 
2020-12-11 11:03:47.125 [http-nio-8080-exec-8] DEBUG o.j.m.system.mapper.SysPermissionMapper.selectList:143 - ==> Parameters: 0(Integer), 2(Integer)
2020-12-11 11:03:47.127 [http-nio-8080-exec-8] DEBUG o.j.m.system.mapper.SysPermissionMapper.selectList:143 - <==      Total: 3
2020-12-11 11:03:48.248 [http-nio-8080-exec-10] INFO  org.jeecg.modules.message.websocket.WebSocket:42 - 【websocket消息】有新的连接，总数为:1
2020-12-11 11:03:48.385 [http-nio-8080-exec-6] DEBUG o.j.m.s.mapper.SysLogMapper.findTotalVisitCount:143 - ==>  Preparing: select count(1) from sys_log where log_type = 1 
2020-12-11 11:03:48.385 [http-nio-8080-exec-7] DEBUG o.j.m.system.mapper.SysLogMapper.findVisitCount:143 - ==>  Preparing: select count(*) as visit ,count(distinct(ip)) as ip ,DATE_FORMAT(create_time, '%Y-%m-%d') as tian ,DATE_FORMAT(create_time, '%m-%d') as type from sys_log where log_type = 1 and create_time >= ? and create_time < ? group by tian,type order by tian asc 
2020-12-11 11:03:48.386 [http-nio-8080-exec-6] DEBUG o.j.m.s.mapper.SysLogMapper.findTotalVisitCount:143 - ==> Parameters: 
2020-12-11 11:03:48.386 [http-nio-8080-exec-7] DEBUG o.j.m.system.mapper.SysLogMapper.findVisitCount:143 - ==> Parameters: 2020-12-05 00:00:00.0(Timestamp), 2020-12-12 00:00:00.0(Timestamp)
2020-12-11 11:03:48.388 [http-nio-8080-exec-6] DEBUG o.j.m.s.mapper.SysLogMapper.findTotalVisitCount:143 - <==      Total: 1
2020-12-11 11:03:48.389 [http-nio-8080-exec-6] DEBUG o.j.m.s.mapper.SysLogMapper.findTodayVisitCount:143 - ==>  Preparing: select count(1) from sys_log where log_type = 1 and create_time >= ? and create_time < ? 
2020-12-11 11:03:48.390 [http-nio-8080-exec-6] DEBUG o.j.m.s.mapper.SysLogMapper.findTodayVisitCount:143 - ==> Parameters: 2020-12-11 00:00:00.0(Timestamp), 2020-12-12 00:00:00.0(Timestamp)
2020-12-11 11:03:48.394 [http-nio-8080-exec-10] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==>  Preparing: INSERT INTO sys_log ( id, create_by, create_time, cost_time, ip, request_param, method, username, userid, log_content, log_type, operate_type ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2020-12-11 11:03:48.395 [http-nio-8080-exec-7] DEBUG o.j.m.system.mapper.SysLogMapper.findVisitCount:143 - <==      Total: 2
2020-12-11 11:03:48.397 [http-nio-8080-exec-10] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==> Parameters: 1337231582104866817(String), admin(String), 2020-12-11 11:03:48.393(Timestamp), 5(Long), 127.0.0.1(String), (String), org.jeecg.modules.parking.controller.PkCarController.findCarCountByType()(String), 管理员(String), admin(String), 车辆-根据类别查询车辆数(String), 2(Integer), 1(Integer)
2020-12-11 11:03:48.399 [http-nio-8080-exec-10] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - <==    Updates: 1
2020-12-11 11:03:48.399 [http-nio-8080-exec-6] DEBUG o.j.m.s.mapper.SysLogMapper.findTodayVisitCount:143 - <==      Total: 1
2020-12-11 11:03:48.400 [http-nio-8080-exec-6] DEBUG o.j.modules.system.mapper.SysLogMapper.findTodayIp:143 - ==>  Preparing: select count(distinct(ip)) from sys_log where log_type = 1 and create_time >= ? and create_time < ? 
2020-12-11 11:03:48.401 [http-nio-8080-exec-6] DEBUG o.j.modules.system.mapper.SysLogMapper.findTodayIp:143 - ==> Parameters: 2020-12-11 00:00:00.0(Timestamp), 2020-12-12 00:00:00.0(Timestamp)
2020-12-11 11:03:48.409 [http-nio-8080-exec-6] DEBUG o.j.modules.system.mapper.SysLogMapper.findTodayIp:143 - <==      Total: 1
2020-12-11 11:03:48.410 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.SysAnnouncementSendMapper.queryByUserId:143 - ==>  Preparing: select sas.annt_id from sys_announcement_send sas where sas.user_id = ? 
2020-12-11 11:03:48.411 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.SysAnnouncementSendMapper.queryByUserId:143 - ==> Parameters: e9ca23d68d884d4ebb19d07889727dae(String)
2020-12-11 11:03:48.415 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.SysAnnouncementSendMapper.queryByUserId:143 - <==      Total: 4
2020-12-11 11:03:48.421 [http-nio-8080-exec-1] DEBUG o.j.m.s.mapper.SysAnnouncementMapper.selectList:143 - ==>  Preparing: SELECT id,titile,msg_content,start_time,end_time,sender,priority,msg_category,msg_type,send_status,send_time,cancel_time,del_flag,create_by,create_time,update_by,update_time,user_ids,bus_type,bus_id,open_type,open_page,msg_abstract FROM sys_announcement WHERE msg_type = ? AND del_flag = ? AND send_status = ? AND end_time >= ? AND id NOT IN (?,?,?,?) 
2020-12-11 11:03:48.423 [http-nio-8080-exec-1] DEBUG o.j.m.s.mapper.SysAnnouncementMapper.selectList:143 - ==> Parameters: ALL(String), 0(String), 1(String), 2038-06-22 01:54:10.0(Timestamp), 1273556692961632257(String), 1273558592498999298(String), 1273558981734604801(String), 1273623795286740993(String)
2020-12-11 11:03:48.437 [http-nio-8080-exec-1] DEBUG o.j.m.s.mapper.SysAnnouncementMapper.selectList:143 - <==      Total: 0
2020-12-11 11:03:48.439 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.S.querySysCementListByUserId:143 - ==>  Preparing: SELECT COUNT(1) FROM sys_announcement WHERE send_status = '1' AND del_flag = '0' AND msg_category = ? AND id IN (SELECT annt_id FROM sys_announcement_send WHERE user_id = ? AND read_flag = '0') 
2020-12-11 11:03:48.441 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.S.querySysCementListByUserId:143 - ==> Parameters: 1(String), e9ca23d68d884d4ebb19d07889727dae(String)
2020-12-11 11:03:48.444 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.S.querySysCementListByUserId:143 - ==>  Preparing: SELECT COUNT(1) FROM sys_announcement WHERE send_status = '1' AND del_flag = '0' AND msg_category = ? AND id IN (SELECT annt_id FROM sys_announcement_send WHERE user_id = ? AND read_flag = '0') 
2020-12-11 11:03:48.445 [http-nio-8080-exec-1] DEBUG o.j.m.s.m.S.querySysCementListByUserId:143 - ==> Parameters: 2(String), e9ca23d68d884d4ebb19d07889727dae(String)
2020-12-11 11:03:52.517 [http-nio-8080-exec-4] INFO  org.jeecg.common.system.query.QueryGenerator:424 - --查询规则-->copy_type = 0
2020-12-11 11:03:55.481 [http-nio-8080-exec-7] DEBUG o.j.m.system.mapper.SysDataSourceMapper.selectList:143 - ==>  Preparing: SELECT id,code,name,remark,db_type,db_driver,db_url,db_name,db_username,db_password,create_by,create_time,update_by,update_time,sys_org_code FROM sys_data_source 
2020-12-11 11:03:55.484 [http-nio-8080-exec-7] DEBUG o.j.m.system.mapper.SysDataSourceMapper.selectList:143 - ==> Parameters: 
2020-12-11 11:03:55.552 [http-nio-8080-exec-7] DEBUG o.j.m.system.mapper.SysDataSourceMapper.selectList:143 - <==      Total: 1
2020-12-11 11:03:56.410 [http-nio-8080-exec-6] DEBUG o.j.m.system.mapper.SysFillRuleMapper.selectPage:143 - ==>  Preparing: SELECT COUNT(1) FROM sys_fill_rule 
2020-12-11 11:03:56.412 [http-nio-8080-exec-6] DEBUG o.j.m.system.mapper.SysFillRuleMapper.selectPage:143 - ==> Parameters: 
2020-12-11 11:03:56.451 [http-nio-8080-exec-6] DEBUG o.j.m.system.mapper.SysFillRuleMapper.selectPage:143 - ==>  Preparing: SELECT id,rule_name,rule_code,rule_class,rule_params,update_by,update_time,create_by,create_time FROM sys_fill_rule ORDER BY create_time DESC LIMIT ?,? 
2020-12-11 11:03:56.452 [http-nio-8080-exec-6] DEBUG o.j.m.system.mapper.SysFillRuleMapper.selectPage:143 - ==> Parameters: 0(Long), 10(Long)
2020-12-11 11:03:56.454 [http-nio-8080-exec-6] DEBUG o.j.m.system.mapper.SysFillRuleMapper.selectPage:143 - <==      Total: 2
2020-12-11 11:03:56.638 [http-nio-8080-exec-6] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==>  Preparing: INSERT INTO sys_log ( id, create_by, create_time, cost_time, ip, request_param, method, username, userid, log_content, log_type, operate_type ) VALUES ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ? ) 
2020-12-11 11:03:56.640 [http-nio-8080-exec-6] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - ==> Parameters: 1337231616691097601(String), admin(String), 2020-12-11 11:03:56.637(Timestamp), 235(Long), 127.0.0.1(String),   sysFillRule: SysFillRule(id=null, ruleName=null, ruleCode=null, ruleClass=null, ruleParams=null, updateBy=null, updateTime=null, createBy=null, createTime=null)  pageNo: 1  pageSize: 10  req: org.apache.shiro.web.servlet.ShiroHttpServletRequest@c41916(String), org.jeecg.modules.system.controller.SysFillRuleController.queryPageList()(String), 管理员(String), admin(String), 填值规则-分页列表查询(String), 2(Integer), 1(Integer)
2020-12-11 11:03:56.642 [http-nio-8080-exec-6] DEBUG o.jeecg.modules.system.mapper.SysLogMapper.insert:143 - <==    Updates: 1
2020-12-11 12:22:28.222 [http-nio-8080-exec-7] ERROR org.apache.tomcat.websocket.pojo.PojoEndpointBase:175 - No error handling configured for [org.jeecg.modules.message.websocket.WebSocket] and the following error occurred
java.io.EOFException: null
	at org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper.fillReadBuffer(NioEndpoint.java:1206)
	at org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper.read(NioEndpoint.java:1140)
	at org.apache.tomcat.websocket.server.WsFrameServer.onDataAvailable(WsFrameServer.java:72)
	at org.apache.tomcat.websocket.server.WsFrameServer.doOnDataAvailable(WsFrameServer.java:171)
	at org.apache.tomcat.websocket.server.WsFrameServer.notifyDataAvailable(WsFrameServer.java:151)
	at org.apache.tomcat.websocket.server.WsHttpUpgradeHandler.upgradeDispatch(WsHttpUpgradeHandler.java:148)
	at org.apache.coyote.http11.upgrade.UpgradeProcessorInternal.dispatch(UpgradeProcessorInternal.java:54)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:53)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:834)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1415)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:745)
2020-12-11 12:22:28.228 [http-nio-8080-exec-7] INFO  org.jeecg.modules.message.websocket.WebSocket:51 - 【websocket消息】连接断开，总数为:0
2020-12-11 13:35:28.774 [http-nio-8080-exec-10] INFO  org.jeecg.modules.message.websocket.WebSocket:42 - 【websocket消息】有新的连接，总数为:1
2020-12-11 14:37:53.416 [http-nio-8080-exec-6] INFO  org.jeecg.modules.message.websocket.WebSocket:51 - 【websocket消息】连接断开，总数为:0
